"release.id","url"
"339640","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339640"
"339604","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339604"
"339601","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339601"
"339577","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339577"
"339558","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339558"
"339541","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339541"
"339512","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339512"
"339452","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339452"
"339405","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339405"
"339362","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339362"
"339349","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339349"
"339305","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339305"
"338292","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=338292"
"338207","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=338207"
"338186","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=338186"
"338144","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=338144"
"337965","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337965"
"337944","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337944"
"337905","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337905"
"337900","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337900"
"337898","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337898"
"337890","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337890"
"337872","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337872"
"337841","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337841"
"337786","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337786"
"337729","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337729"
"337688","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337688"
"337669","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337669"
"337557","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337557"
"337458","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337458"
"337444","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337444"
"337395","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337395"
"337371","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337371"
"337360","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337360"
"337340","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337340"
"337297","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337297"
"337264","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337264"
"337225","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337225"
"337188","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=337188"
